"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-58 0.691503296914422 2 19 "GO:0048610" "cellular process involved in reproduction" 0.908135490945563
135 0.0749319670928155 2 71 "GO:0048646" "anatomical structure formation involved in morphogenesis" 0.66110321782505
184 0.513669835670358 4 5 "GO:0048754;GO:0061138" "branching morphogenesis of an epithelial tube" 0.908135490945563
12 0.824536823104646 2 148 "GO:0048856" "anatomical structure development" 0.953755280456867
43 0.567410916893836 2 71 "GO:0048869" "cellular developmental process" 0.908135490945563
202 0.3370767528414 4 9 "GO:0048872" "homeostasis of number of cells" 0.807153017974172
59 0.803400124012185 4 7 "GO:0048878" "chemical homeostasis" 0.945569317204775
-54 0.610110236931566 2 36 "GO:0050778;GO:0050776;GO:0002684" "regulation of immune response" 0.908135490945563
-457 0.076141528124319 2 6 "GO:0050877" "neurological system process" 0.66110321782505
214 0.309063531956809 3 9 "GO:0051049;GO:0032879" "regulation of localization" 0.807153017974172
190 0.17983580196307 3 20 "GO:0051128" "regulation of cellular component organization" 0.663679745339901
169 0.138989990481948 3 31 "GO:0051186" "cofactor metabolic process" 0.66110321782505
177 0.179685204213542 4 23 "GO:0051188" "cofactor biosynthetic process" 0.663679745339901
314 0.0730593103457028 2 13 "GO:0051239" "regulation of multicellular organismal process" 0.66110321782505
-155 0.11984534286441 3 41 "GO:0051276" "chromosome organization" 0.66110321782505
57 0.495449919600401 2 58 "GO:0051649" "establishment of localization in cell" 0.892962064396072
70 0.603798002305444 2 22 "GO:0051656" "establishment of organelle localization" 0.908135490945563
-43 0.741375599685408 1 24 "GO:0051704" "multi-organism process" 0.923616909135944
59 0.805259031426002 3 7 "GO:0051707;GO:0043207;GO:0009607" "response to external biotic stimulus" 0.945569317204775
-101 0.0834210592995856 2 125 "GO:0051716" "cellular response to stimulus" 0.66110321782505
-29 0.795898301483972 4 32 "GO:0052803;GO:0000105;GO:0006547" "imidazole-containing compound metabolic process" 0.941711730763478
258 0.361185132019241 3 5 "GO:0055082;GO:0019725" "cellular homeostasis" 0.807153017974172
11 0.947600544966118 3 14 "GO:0055086" "nucleobase-containing small molecule metabolic process" 0.992212168782812
9 0.965551032566148 3 9 "GO:0055114" "oxidation-reduction process" 0.992212168782812
29 0.708112528354562 2 70 "GO:0065008" "regulation of biological quality" 0.910380517836789
73 0.716000770861613 4 10 "GO:0070646;GO:0000338" "protein modification by small protein removal" 0.910380517836789
-51 0.844458544346062 3 6 "GO:0070887" "cellular response to chemical stimulus" 0.967825661137228
-6 0.957242607851856 3 38 "GO:0071702" "organic substance transport" 0.992212168782812
1 0.995447526731736 3 7 "GO:0071705" "nitrogen compound transport" 0.996637285670496
-72 0.564767451866916 3 26 "GO:0071900" "regulation of protein serine/threonine kinase activity" 0.908135490945563
-50 0.791414302857821 2 11 "GO:0071941" "nitrogen cycle metabolic process" 0.941711730763478
183 0.358911132370546 3 10 "GO:0072329" "monocarboxylic acid catabolic process" 0.807153017974172
-101 0.613482663858403 2 10 "GO:0072330" "monocarboxylic acid biosynthetic process" 0.908135490945563
-214 0.370361470105527 4 7 "GO:0072528;GO:0072527" "pyrimidine-containing compound metabolic process" 0.807153017974172
245 0.109983939232311 2 17 "GO:0090305" "nucleic acid phosphodiester bond hydrolysis" 0.66110321782505
-116 0.308091336886216 3 31 "GO:1901135" "carbohydrate derivative metabolic process" 0.807153017974172
-204 0.150681413079384 2 20 "GO:1901137" "carbohydrate derivative biosynthetic process" 0.66110321782505
46 0.769073347483145 2 16 "GO:1901565" "organonitrogen compound catabolic process" 0.941711730763478
-53 0.369519651802899 2 120 "GO:1901566;GO:1901564" "organonitrogen compound metabolic process" 0.807153017974172
55 0.368291565128153 2 112 "GO:1901575;GO:0009056" "catabolic process" 0.807153017974172
-101 0.0323700515305735 3 197 "GO:1901576;GO:0009058;GO:0044249" "biosynthetic process" 0.66110321782505
-130 0.101323924279872 3 65 "GO:1901607;GO:1901605;GO:0006520;GO:0008652" "cellular amino acid metabolic process" 0.66110321782505
122 0.564059569642104 4 9 "GO:1901663;GO:0042181;GO:1901661;GO:0042180" "quinone metabolic process" 0.908135490945563
-182 0.480204866259688 3 6 "GO:1902580;GO:0051641;GO:0051179;GO:1902578" "single-organism cellular localization" 0.891398254733553
78 0.468002533330075 2 35 "GO:1902582;GO:0046907" "intracellular transport" 0.890066167682965
-53 0.435044287878332 3 90 "GO:1902589" "single-organism organelle organization" 0.870088575756664
-118 0.620462074887724 3 7 "GO:1902600;GO:0015992;GO:0034220;GO:0006818;GO:0055085" "proton transport" 0.908135490945563
